[LLEGADA]Llega Cliente 1, tipo: PADRES MEDIANA EDAD, Dia 1, segund 17
[CAJA] El Cliente 1476, tipo: PADRES JOVENES compra HARINA en la caja 1, Dia 5, segundo 7723
[CAJA] El Cliente 1476, tipo: PADRES JOVENES compra PAN en la caja 1, Dia 5, segundo 7768
[SALIDA] El Cliente 1476, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 61, Dia 5, segundos 7768
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 5, segundo 7780
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 5, segundo 7795
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra TELEVISION en la caja 1, Dia 5, segundo 7798
[CAJA] El Cliente 1480, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'BEBIDA': 2, 'GALLETAS': 2, 'LECHE': 3, 'JUGO': 1, 'TOMATE': 3, 'LECHUGA': 1}, Dia 5, segundo7807
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra BEBIDA en la caja 1, Dia 5, segundo 7807
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'LECHE': 2, 'TOALLA NOVA': 2, 'CONSERVAS': 2, 'ARROZ': 3, 'PAN': 2, 'LECHUGA': 2, 'PASTA DE DIENTES': 1}, Dia 5, segundo7817
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'LECHE': 2, 'TOALLA NOVA': 5, 'CONSERVAS': 1, 'HARINA': 1, 'JUGO': 4, 'CLORO': 8, 'TALLARINES': 2, 'PASTA DE DIENTES': 2}, Dia 5, segundo7819
[CAJA] El Cliente 1480, tipo: PADRES JOVENES compra BEBIDA en la caja 2, Dia 5, segundo 7821
[CAJA] El Cliente 1480, tipo: PADRES JOVENES compra GALLETAS en la caja 2, Dia 5, segundo 7827
[CAJA] El Cliente 1480, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 5, segundo 7836
[CAJA] El Cliente 1480, tipo: PADRES JOVENES compra JUGO en la caja 2, Dia 5, segundo 7839
[CAJA] El Cliente 1482, tipo: TERCERA EDAD entra a la cola de la caja 3. Productos: {'BEBIDA': 2, 'VINO': 2, 'MANZANA': 3, 'YOGURT': 3}, Dia 5, segundo7846
[CAJA] El Cliente 1480, tipo: PADRES JOVENES compra TOMATE en la caja 2, Dia 5, segundo 7848
[CAJA] El Cliente 1480, tipo: PADRES JOVENES compra LECHUGA en la caja 2, Dia 5, segundo 7851
[SALIDA] El Cliente 1480, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 29, Dia 5, segundos 7851
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 5, segundo 7858
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 5, segundo 7861
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra CONSOLA VIDEOJUEGOS en la caja 1, Dia 5, segundo 7864
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 5, segundo 7882
[CAJA] El Cliente 1477, tipo: PADRES MEDIANA EDAD compra CLORO en la caja 1, Dia 5, segundo 7894
[SALIDA] El Cliente 1477, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 161, Dia 5, segundos 7894
[CAJA] El Cliente 1482, tipo: TERCERA EDAD compra BEBIDA en la caja 3, Dia 5, segundo 7918
[CAJA] El Cliente 1482, tipo: TERCERA EDAD compra VINO en la caja 3, Dia 5, segundo 7924
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 2, Dia 5, segundo 7925
[CAJA] El Cliente 1482, tipo: TERCERA EDAD compra MANZANA en la caja 3, Dia 5, segundo 7933
[LLEGADA]Llega Cliente 1483, tipo: JOVENES QUE VIVE CON PADRES, Dia 5, segund 7939
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 2, Dia 5, segundo 7940
[CAJA] El Cliente 1482, tipo: TERCERA EDAD compra YOGURT en la caja 3, Dia 5, segundo 7942
[SALIDA] El Cliente 1482, tipo: TERCERA EDAD abandona la Caja 3 habiendo pagado 27, Dia 5, segundos 7942
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 2, Dia 5, segundo 7943
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 5, segundo 7946
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 2, Dia 5, segundo 7958
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 5, segundo 7964
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 5, segundo 7970
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 5, segundo 7976
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra CLORO en la caja 2, Dia 5, segundo 7982
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 5, segundo 7985
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 2, Dia 5, segundo 7988
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 5, segundo 7991
[CAJA] El Cliente 1478, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 2, Dia 5, segundo 7994
[SALIDA] El Cliente 1478, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 64, Dia 5, segundos 7994
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 5, segundo 7997
[CAJA] El Cliente 1481, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 1, Dia 5, segundo 8000
[SALIDA] El Cliente 1481, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 50, Dia 5, segundos 8000
[LLEGADA]Llega Cliente 1484, tipo: RAPIDOS, Dia 5, segund 8025
[CAJA] El Cliente 1483, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'JUGO': 2, 'BEBIDA': 2, 'ARROZ': 1}, Dia 5, segundo8042
[CAJA] El Cliente 1483, tipo: JOVENES QUE VIVE CON PADRES compra JUGO en la caja 1, Dia 5, segundo 8112
[CAJA] El Cliente 1483, tipo: JOVENES QUE VIVE CON PADRES compra BEBIDA en la caja 1, Dia 5, segundo 8118
[CAJA] El Cliente 1483, tipo: JOVENES QUE VIVE CON PADRES compra ARROZ en la caja 1, Dia 5, segundo 8121
[SALIDA] El Cliente 1483, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 7, Dia 5, segundos 8121
[CAJA] El Cliente 1484, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {'LECHE': 8}, Dia 5, segundo8146
[CAJA] El Cliente 1484, tipo: RAPIDOS compra LECHE en la caja 1, Dia 5, segundo 8223
[SALIDA] El Cliente 1484, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 16, Dia 5, segundos 8223
[LLEGADA]Llega Cliente 1485, tipo: PADRES MEDIANA EDAD, Dia 5, segund 8238
[LLEGADA]Llega Cliente 1486, tipo: PADRES JOVENES, Dia 5, segund 8266
[LLEGADA]Llega Cliente 1487, tipo: TERCERA EDAD, Dia 5, segund 8313
[LLEGADA]Llega Cliente 1488, tipo: PADRES JOVENES, Dia 5, segund 8364
[CAJA] El Cliente 1486, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'QUESO': 1, 'LECHE': 8, 'YOGURT': 4, 'AGUA MINERAL': 2}, Dia 5, segundo8442
[CAJA] El Cliente 1486, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 5, segundo 8457
[CAJA] El Cliente 1486, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 5, segundo 8481
[CAJA] El Cliente 1486, tipo: PADRES JOVENES compra YOGURT en la caja 1, Dia 5, segundo 8493
[CAJA] El Cliente 1486, tipo: PADRES JOVENES compra AGUA MINERAL en la caja 1, Dia 5, segundo 8499
[SALIDA] El Cliente 1486, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 37, Dia 5, segundos 8499
[CAJA] El Cliente 1487, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'LECHE': 8, 'ARROZ': 3, 'LECHUGA': 1, 'TALLARINES': 3, 'MANZANA': 5}, Dia 5, segundo8552
[CAJA] El Cliente 1487, tipo: TERCERA EDAD compra SAL en la caja 1, Dia 5, segundo 8632
[CAJA] El Cliente 1488, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'JUGO': 2, 'LECHE': 8, 'POLERA': 2, 'MANZANA': 3, 'TOMATE': 2}, Dia 5, segundo8638
[LLEGADA]Llega Cliente 1489, tipo: PADRES JOVENES, Dia 5, segund 8640
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'LECHE': 7, 'YOGURT': 5, 'HARINA': 2, 'PAN': 7, 'CARNE': 5, 'LECHUGA': 1, 'TALLARINES': 3}, Dia 5, segundo8645
[CAJA] El Cliente 1487, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 5, segundo 8656
[CAJA] El Cliente 1487, tipo: TERCERA EDAD compra ARROZ en la caja 1, Dia 5, segundo 8665
[CAJA] El Cliente 1487, tipo: TERCERA EDAD compra LECHUGA en la caja 1, Dia 5, segundo 8668
[CAJA] El Cliente 1487, tipo: TERCERA EDAD compra TALLARINES en la caja 1, Dia 5, segundo 8677
[CAJA] El Cliente 1488, tipo: PADRES JOVENES compra JUGO en la caja 2, Dia 5, segundo 8686
[CAJA] El Cliente 1487, tipo: TERCERA EDAD compra MANZANA en la caja 1, Dia 5, segundo 8692
[SALIDA] El Cliente 1487, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 47, Dia 5, segundos 8692
[LLEGADA]Llega Cliente 1490, tipo: PADRES MEDIANA EDAD, Dia 5, segund 8702
[CAJA] El Cliente 1488, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 5, segundo 8710
[CAJA] El Cliente 1488, tipo: PADRES JOVENES compra POLERA en la caja 2, Dia 5, segundo 8716
[CAJA] El Cliente 1488, tipo: PADRES JOVENES compra MANZANA en la caja 2, Dia 5, segundo 8725
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 5, segundo 8730
[CAJA] El Cliente 1488, tipo: PADRES JOVENES compra TOMATE en la caja 2, Dia 5, segundo 8731
[SALIDA] El Cliente 1488, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 48, Dia 5, segundos 8731
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 5, segundo 8751
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 1, Dia 5, segundo 8766
[LLEGADA]Llega Cliente 1491, tipo: JOVENES QUE VIVE CON PADRES, Dia 5, segund 8769
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 5, segundo 8772
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 5, segundo 8793
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 5, segundo 8808
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 5, segundo 8811
[CAJA] El Cliente 1485, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 5, segundo 8820
[SALIDA] El Cliente 1485, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 79, Dia 5, segundos 8820
[CAJA] El Cliente 1491, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'GALLETAS': 2, 'RON': 1}, Dia 5, segundo8857
[CAJA] El Cliente 1489, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'LECHE': 5, 'GALLETAS': 1, 'QUESO': 2, 'ARROZ': 1}, Dia 5, segundo8860
[CAJA] El Cliente 1489, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 5, segundo 8893
[CAJA] El Cliente 1489, tipo: PADRES JOVENES compra GALLETAS en la caja 2, Dia 5, segundo 8896
[CAJA] El Cliente 1489, tipo: PADRES JOVENES compra QUESO en la caja 2, Dia 5, segundo 8902
[CAJA] El Cliente 1489, tipo: PADRES JOVENES compra ARROZ en la caja 2, Dia 5, segundo 8905
[SALIDA] El Cliente 1489, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 28, Dia 5, segundos 8905
[CAJA] El Cliente 1491, tipo: JOVENES QUE VIVE CON PADRES compra GALLETAS en la caja 1, Dia 5, segundo 8932
[CAJA] El Cliente 1491, tipo: JOVENES QUE VIVE CON PADRES compra RON en la caja 1, Dia 5, segundo 8935
[SALIDA] El Cliente 1491, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 13, Dia 5, segundos 8935
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'ARROZ': 3, 'JUGO': 4, 'TOMATE': 7, 'LECHUGA': 1, 'PASTA DE DIENTES': 2, 'TALLARINES': 1, 'PAN': 19}, Dia 5, segundo9096
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 5, segundo 9165
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 5, segundo 9174
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 1, Dia 5, segundo 9186
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 5, segundo 9207
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 5, segundo 9210
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 1, Dia 5, segundo 9216
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 5, segundo 9219
[CAJA] El Cliente 1490, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 5, segundo 9276
[SALIDA] El Cliente 1490, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 62, Dia 5, segundos 9276
[LLEGADA]Llega Cliente 1492, tipo: PADRES JOVENES, Dia 5, segund 9326
[LLEGADA]Llega Cliente 1493, tipo: RAPIDOS, Dia 5, segund 9360
[CAJA] El Cliente 1493, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {'BEBIDA': 2, 'YOGURT': 2, 'ARROZ': 2}, Dia 5, segundo9479
[CAJA] El Cliente 1493, tipo: RAPIDOS compra BEBIDA en la caja 1, Dia 5, segundo 9534
[CAJA] El Cliente 1493, tipo: RAPIDOS compra YOGURT en la caja 1, Dia 5, segundo 9540
[CAJA] El Cliente 1493, tipo: RAPIDOS compra ARROZ en la caja 1, Dia 5, segundo 9546
[SALIDA] El Cliente 1493, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 14, Dia 5, segundos 9546
[LLEGADA]Llega Cliente 1494, tipo: PADRES MEDIANA EDAD, Dia 5, segund 9597
[CAJA] El Cliente 1492, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'PANTALON': 1, 'TOSTADORA': 1, 'MANZANA': 7, 'LECHUGA': 1}, Dia 5, segundo9623
[CAJA] El Cliente 1492, tipo: PADRES JOVENES compra PANTALON en la caja 1, Dia 5, segundo 9650
[CAJA] El Cliente 1492, tipo: PADRES JOVENES compra TOSTADORA en la caja 1, Dia 5, segundo 9653
[CAJA] El Cliente 1492, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 5, segundo 9674
[CAJA] El Cliente 1492, tipo: PADRES JOVENES compra LECHUGA en la caja 1, Dia 5, segundo 9677
[SALIDA] El Cliente 1492, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 58, Dia 5, segundos 9677
[LLEGADA]Llega Cliente 1495, tipo: PADRES MEDIANA EDAD, Dia 5, segund 9682
[LLEGADA]Llega Cliente 1496, tipo: PADRES JOVENES, Dia 5, segund 9730
[LLEGADA]Llega Cliente 1497, tipo: PADRES JOVENES, Dia 5, segund 9732
[LLEGADA]Llega Cliente 1498, tipo: RAPIDOS, Dia 5, segund 9757
[CAJA] El Cliente 1495, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'HARINA': 2}, Dia 5, segundo9822
[CAJA] El Cliente 1498, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'LECHE': 5, 'HARINA': 1}, Dia 5, segundo9859
[CAJA] El Cliente 1495, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 5, segundo 9862
[SALIDA] El Cliente 1495, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 4, Dia 5, segundos 9862
[CAJA] El Cliente 1498, tipo: RAPIDOS compra LECHE en la caja 2, Dia 5, segundo 9893
[CAJA] El Cliente 1498, tipo: RAPIDOS compra HARINA en la caja 2, Dia 5, segundo 9896
[SALIDA] El Cliente 1498, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 12, Dia 5, segundos 9896
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'HARINA': 1, 'CONSERVAS': 3, 'LECHUGA': 2, 'PAN': 1, 'MANZANA': 8}, Dia 5, segundo9909
[CAJA] El Cliente 1496, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'JUGO': 4, 'QUESO': 1, 'AGUA MINERAL': 1}, Dia 5, segundo9918
[LLEGADA]Llega Cliente 1499, tipo: RAPIDOS, Dia 5, segund 9958
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 5, segundo 9968
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 5, segundo 9971
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 5, segundo 9980
[CAJA] El Cliente 1496, tipo: PADRES JOVENES compra JUGO en la caja 2, Dia 5, segundo 9983
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 5, segundo 9986
[CAJA] El Cliente 1496, tipo: PADRES JOVENES compra QUESO en la caja 2, Dia 5, segundo 9986
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 5, segundo 9989
[CAJA] El Cliente 1496, tipo: PADRES JOVENES compra AGUA MINERAL en la caja 2, Dia 5, segundo 9989
[SALIDA] El Cliente 1496, tipo: PADRES JOVENES abandona la Caja 2 habiendo pagado 11, Dia 5, segundos 9989
[CAJA] El Cliente 1494, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 5, segundo 10013
[SALIDA] El Cliente 1494, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 61, Dia 5, segundos 10013
[CAJA] El Cliente 1497, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 4, 'MANZANA': 1, 'ARROZ': 2, 'JUGO': 4, 'TOMATE': 5, 'POLERA': 1, 'QUESO': 2}, Dia 5, segundo10035
[CAJA] El Cliente 1499, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'LECHE': 6}, Dia 5, segundo10091
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 5, segundo 10132
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 5, segundo 10135
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra ARROZ en la caja 1, Dia 5, segundo 10141
[CAJA] El Cliente 1499, tipo: RAPIDOS compra LECHE en la caja 2, Dia 5, segundo 10142
[SALIDA] El Cliente 1499, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 12, Dia 5, segundos 10142
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 5, segundo 10153
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra TOMATE en la caja 1, Dia 5, segundo 10168
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra POLERA en la caja 1, Dia 5, segundo 10171
[CAJA] El Cliente 1497, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 5, segundo 10177
[SALIDA] El Cliente 1497, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 50, Dia 5, segundos 10177
[LLEGADA]Llega Cliente 1500, tipo: JOVENES QUE VIVE CON PADRES, Dia 5, segund 10218
[LLEGADA]Llega Cliente 1501, tipo: TERCERA EDAD, Dia 5, segund 10233
[LLEGADA]Llega Cliente 1502, tipo: PADRES MEDIANA EDAD, Dia 5, segund 10282
[CAJA] El Cliente 1500, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'ZAPATOS': 1}, Dia 5, segundo10306
[CAJA] El Cliente 1501, tipo: TERCERA EDAD entra a la cola de la caja 2. Productos: {'HARINA': 2}, Dia 5, segundo10315
[CAJA] El Cliente 1500, tipo: JOVENES QUE VIVE CON PADRES compra ZAPATOS en la caja 1, Dia 5, segundo 10329
[SALIDA] El Cliente 1500, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 20, Dia 5, segundos 10329
[CAJA] El Cliente 1501, tipo: TERCERA EDAD compra HARINA en la caja 2, Dia 5, segundo 10390
[SALIDA] El Cliente 1501, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 4, Dia 5, segundos 10390
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'LECHE': 6, 'TOALLA NOVA': 1, 'HARINA': 1, 'YOGURT': 4, 'LECHUGA': 1, 'JUGO': 1, 'TOMATE': 4, 'CARNE': 3, 'TALLARINES': 1, 'PASTA DE DIENTES': 1}, Dia 5, segundo10594
[LLEGADA]Llega Cliente 1503, tipo: PADRES JOVENES, Dia 5, segund 10626
[LLEGADA]Llega Cliente 1504, tipo: RAPIDOS, Dia 5, segund 10647
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 5, segundo 10662
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 5, segundo 10680
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 5, segundo 10683
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 5, segundo 10686
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 1, Dia 5, segundo 10698
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 5, segundo 10701
[CAJA] El Cliente 1504, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {}, Dia 5, segundo10702
[CAJA] El Cliente 1504, tipo: RAPIDOS compra [] en la caja 2, Dia 5, segundo 10702
[SALIDA] El Cliente 1504, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 0, Dia 5, segundos 10702
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 1, Dia 5, segundo 10704
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 5, segundo 10716
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 5, segundo 10725
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 5, segundo 10728
[CAJA] El Cliente 1502, tipo: PADRES MEDIANA EDAD compra PASTA DE DIENTES en la caja 1, Dia 5, segundo 10731
[SALIDA] El Cliente 1502, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 65, Dia 5, segundos 10731
[CAJA] El Cliente 1503, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'JUGO': 1, 'MANZANA': 1}, Dia 5, segundo10806
[CAJA] El Cliente 1503, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 5, segundo 10812
[CAJA] El Cliente 1503, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 5, segundo 10815
[SALIDA] El Cliente 1503, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 3, Dia 5, segundos 10815
[LLEGADA]Llega Cliente 1505, tipo: JOVENES QUE VIVE CON PADRES, Dia 5, segund 10838
[LLEGADA]Llega Cliente 1506, tipo: JOVENES QUE VIVE CON PADRES, Dia 5, segund 10926
[LLEGADA]Llega Cliente 1507, tipo: TERCERA EDAD, Dia 5, segund 10994
[LLEGADA]Llega Cliente 1508, tipo: PADRES JOVENES, Dia 5, segund 10997
[CAJA] El Cliente 1506, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 1. Productos: {'BEBIDA': 3, 'SAL': 1}, Dia 5, segundo11000
[CAJA] El Cliente 1505, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 2. Productos: {'CERVEZA': 8, 'PAPAS FRITAS': 2}, Dia 5, segundo11024
[CAJA] El Cliente 1506, tipo: JOVENES QUE VIVE CON PADRES compra BEBIDA en la caja 1, Dia 5, segundo 11064
[CAJA] El Cliente 1506, tipo: JOVENES QUE VIVE CON PADRES compra SAL en la caja 1, Dia 5, segundo 11067
[SALIDA] El Cliente 1506, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 1 habiendo pagado 5, Dia 5, segundos 11067
[CAJA] El Cliente 1505, tipo: JOVENES QUE VIVE CON PADRES compra CERVEZA en la caja 2, Dia 5, segundo 11110
[CAJA] El Cliente 1505, tipo: JOVENES QUE VIVE CON PADRES compra PAPAS FRITAS en la caja 2, Dia 5, segundo 11116
[SALIDA] El Cliente 1505, tipo: JOVENES QUE VIVE CON PADRES abandona la Caja 2 habiendo pagado 18, Dia 5, segundos 11116
[LLEGADA]Llega Cliente 1509, tipo: JOVENES QUE VIVE CON PADRES, Dia 5, segund 11129
[CAJA] El Cliente 1508, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'JUGO': 1, 'PAN': 10, 'PAPAS FRITAS': 2, 'TALLARINES': 4}, Dia 5, segundo11186
[LLEGADA]Llega Cliente 1510, tipo: PADRES JOVENES, Dia 5, segund 11216
[CAJA] El Cliente 1508, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 5, segundo 11268
[CAJA] El Cliente 1509, tipo: JOVENES QUE VIVE CON PADRES entra a la cola de la caja 2. Productos: {'GALLETAS': 3, 'ARROZ': 3}, Dia 5, segundo11273
[CAJA] El Cliente 1508, tipo: PADRES JOVENES compra PAN en la caja 1, Dia 5, segundo 11298
[CAJA] El Cliente 1508, tipo: PADRES JOVENES compra PAPAS FRITAS en la caja 1, Dia 5, segundo 11304
[CAJA] El Cliente 1507, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'HARINA': 1, 'CONSERVAS': 1, 'RON': 2, 'YOGURT': 2, 'PAN': 11, 'TOMATE': 1, 'TALLARINES': 1}, Dia 5, segundo11313
